2026-05-22 07:51:53,276 | INFO | REQUEST | ReMIND backend started successfully
2026-05-25 19:43:50,194 | INFO | REQUEST | POST /admin/login STATUS=200 TIME=0.263s
2026-05-25 19:43:50,304 | INFO | REQUEST | OPTIONS /admin/analytics STATUS=200 TIME=0.003s
2026-05-25 19:43:50,308 | INFO | REQUEST | OPTIONS /admin/users STATUS=200 TIME=0.005s
2026-05-25 19:43:50,309 | INFO | REQUEST | OPTIONS /admin/memories STATUS=200 TIME=0.005s
2026-05-25 19:43:50,311 | INFO | REQUEST | OPTIONS /admin/media STATUS=200 TIME=0.005s
2026-05-25 19:43:50,313 | INFO | REQUEST | OPTIONS /admin/data STATUS=200 TIME=0.006s
2026-05-25 19:43:50,314 | INFO | REQUEST | OPTIONS /admin/analytics STATUS=200 TIME=0.007s
2026-05-25 19:43:50,316 | INFO | REQUEST | OPTIONS /admin/users STATUS=200 TIME=0.008s
2026-05-25 19:43:50,319 | INFO | REQUEST | OPTIONS /admin/memories STATUS=200 TIME=0.004s
2026-05-25 19:43:50,319 | INFO | REQUEST | OPTIONS /admin/media STATUS=200 TIME=0.004s
2026-05-25 19:43:50,321 | INFO | REQUEST | OPTIONS /admin/data STATUS=200 TIME=0.003s
2026-05-25 19:43:50,347 | INFO | REQUEST | GET /admin/users STATUS=200 TIME=0.013s
2026-05-25 19:43:50,347 | INFO | REQUEST | GET /admin/analytics STATUS=200 TIME=0.014s
2026-05-25 19:43:50,379 | INFO | REQUEST | GET /admin/data STATUS=200 TIME=0.016s
2026-05-25 19:43:50,383 | INFO | REQUEST | GET /admin/media STATUS=200 TIME=0.022s
2026-05-25 19:43:50,387 | INFO | REQUEST | GET /admin/memories STATUS=200 TIME=0.029s
2026-05-25 19:43:50,389 | INFO | REQUEST | GET /admin/analytics STATUS=200 TIME=0.024s
2026-05-25 19:43:50,402 | INFO | REQUEST | GET /admin/users STATUS=200 TIME=0.012s
2026-05-25 19:43:50,413 | INFO | REQUEST | GET /admin/memories STATUS=200 TIME=0.022s
2026-05-25 19:43:50,428 | INFO | REQUEST | GET /admin/media STATUS=200 TIME=0.005s
2026-05-25 19:43:50,434 | INFO | REQUEST | GET /admin/data STATUS=200 TIME=0.006s
2026-05-25 19:46:50,311 | INFO | REQUEST | GET /admin/data STATUS=200 TIME=0.018s
2026-05-25 19:46:50,316 | INFO | REQUEST | GET /admin/media STATUS=200 TIME=0.022s
2026-05-25 19:46:50,326 | INFO | REQUEST | GET /admin/users STATUS=200 TIME=0.036s
2026-05-25 19:46:50,331 | INFO | REQUEST | GET /admin/analytics STATUS=200 TIME=0.045s
2026-05-25 19:46:50,335 | INFO | REQUEST | GET /admin/memories STATUS=200 TIME=0.041s
2026-05-25 19:49:47,089 | INFO | REQUEST | GET /admin/data STATUS=200 TIME=0.016s
2026-05-25 19:49:47,095 | INFO | REQUEST | GET /admin/media STATUS=200 TIME=0.022s
2026-05-25 19:49:47,108 | INFO | REQUEST | GET /admin/users STATUS=200 TIME=0.035s
2026-05-25 19:49:47,110 | INFO | REQUEST | GET /admin/analytics STATUS=200 TIME=0.04s
2026-05-25 19:49:47,112 | INFO | REQUEST | GET /admin/memories STATUS=200 TIME=0.039s
2026-05-25 19:52:47,111 | INFO | REQUEST | GET /admin/users STATUS=200 TIME=0.031s
2026-05-25 19:52:47,119 | INFO | REQUEST | GET /admin/data STATUS=200 TIME=0.03s
2026-05-25 19:52:47,123 | INFO | REQUEST | GET /admin/media STATUS=200 TIME=0.036s
2026-05-25 19:52:47,124 | INFO | REQUEST | GET /admin/analytics STATUS=200 TIME=0.05s
2026-05-25 19:52:47,145 | INFO | REQUEST | GET /admin/memories STATUS=200 TIME=0.064s
2026-05-25 19:53:29,767 | INFO | REQUEST | GET /admin/data STATUS=200 TIME=0.032s
2026-05-25 19:53:29,784 | INFO | REQUEST | GET /admin/users STATUS=200 TIME=0.056s
2026-05-25 19:53:29,788 | INFO | REQUEST | GET /admin/analytics STATUS=200 TIME=0.063s
2026-05-25 19:53:29,795 | INFO | REQUEST | GET /admin/media STATUS=200 TIME=0.062s
2026-05-25 19:53:29,817 | INFO | REQUEST | GET /admin/memories STATUS=200 TIME=0.089s
2026-05-25 19:53:29,825 | INFO | REQUEST | GET /admin/analytics STATUS=200 TIME=0.09s
2026-05-25 19:53:29,836 | INFO | REQUEST | OPTIONS /users/me STATUS=200 TIME=0.011s
2026-05-25 19:53:29,848 | INFO | REQUEST | GET /admin/users STATUS=200 TIME=0.064s
2026-05-25 19:53:29,850 | INFO | REQUEST | GET /admin/data STATUS=200 TIME=0.038s
2026-05-25 19:53:29,854 | INFO | REQUEST | OPTIONS /users/me STATUS=200 TIME=0.011s
2026-05-25 19:53:29,855 | INFO | REQUEST | GET /admin/media STATUS=200 TIME=0.051s
2026-05-25 19:53:29,873 | INFO | REQUEST | GET /admin/memories STATUS=200 TIME=0.069s
2026-05-25 19:53:29,887 | INFO | REQUEST | GET /users/me STATUS=401 TIME=0.006s
2026-05-25 19:53:29,912 | INFO | REQUEST | GET /users/me STATUS=401 TIME=0.013s
2026-05-25 19:53:47,450 | INFO | REQUEST | POST /admin/login STATUS=200 TIME=0.264s
2026-05-25 19:53:47,544 | INFO | REQUEST | GET /admin/data STATUS=200 TIME=0.025s
2026-05-25 19:53:47,557 | INFO | REQUEST | GET /admin/users STATUS=200 TIME=0.038s
2026-05-25 19:53:47,558 | INFO | REQUEST | GET /admin/analytics STATUS=200 TIME=0.049s
2026-05-25 19:53:47,560 | INFO | REQUEST | GET /admin/users STATUS=200 TIME=0.039s
2026-05-25 19:53:47,566 | INFO | REQUEST | OPTIONS /admin/memories STATUS=200 TIME=0.009s
2026-05-25 19:53:47,571 | INFO | REQUEST | GET /admin/analytics STATUS=200 TIME=0.057s
2026-05-25 19:53:47,576 | INFO | REQUEST | OPTIONS /admin/media STATUS=200 TIME=0.008s
2026-05-25 19:53:47,577 | INFO | REQUEST | GET /admin/data STATUS=200 TIME=0.05s
2026-05-25 19:53:47,578 | INFO | REQUEST | OPTIONS /admin/memories STATUS=200 TIME=0.008s
2026-05-25 19:53:47,579 | INFO | REQUEST | OPTIONS /admin/media STATUS=200 TIME=0.006s
2026-05-25 19:53:47,633 | INFO | REQUEST | GET /admin/media STATUS=200 TIME=0.014s
2026-05-25 19:53:47,638 | INFO | REQUEST | GET /admin/memories STATUS=200 TIME=0.029s
2026-05-25 19:53:47,643 | INFO | REQUEST | GET /admin/media STATUS=200 TIME=0.02s
2026-05-25 19:53:47,651 | INFO | REQUEST | GET /admin/memories STATUS=200 TIME=0.029s
2026-05-25 19:56:48,162 | INFO | REQUEST | OPTIONS /admin/analytics STATUS=200 TIME=0.001s
2026-05-25 19:56:48,190 | INFO | REQUEST | OPTIONS /admin/users STATUS=200 TIME=0.013s
2026-05-25 19:56:48,192 | INFO | REQUEST | OPTIONS /admin/data STATUS=200 TIME=0.014s
2026-05-25 19:56:48,221 | INFO | REQUEST | GET /admin/media STATUS=200 TIME=0.045s
2026-05-25 19:56:48,227 | INFO | REQUEST | GET /admin/memories STATUS=200 TIME=0.068s
2026-05-25 19:56:48,241 | INFO | REQUEST | GET /admin/analytics STATUS=200 TIME=0.056s
2026-05-25 19:56:48,246 | INFO | REQUEST | GET /admin/data STATUS=200 TIME=0.028s
2026-05-25 19:56:48,247 | INFO | REQUEST | GET /admin/users STATUS=200 TIME=0.029s
2026-05-25 19:59:48,332 | INFO | REQUEST | GET /admin/analytics STATUS=200 TIME=0.028s
2026-05-25 19:59:48,348 | INFO | REQUEST | GET /admin/users STATUS=200 TIME=0.042s
2026-05-25 19:59:48,362 | INFO | REQUEST | GET /admin/media STATUS=200 TIME=0.036s
2026-05-25 19:59:48,370 | INFO | REQUEST | GET /admin/data STATUS=200 TIME=0.039s
2026-05-25 19:59:48,376 | INFO | REQUEST | GET /admin/memories STATUS=200 TIME=0.067s
2026-05-25 20:02:20,325 | INFO | REQUEST | POST /admin/login STATUS=200 TIME=0.297s
2026-05-25 20:02:48,767 | INFO | REQUEST | GET /admin/users STATUS=200 TIME=0.017s
2026-05-25 20:02:48,779 | INFO | REQUEST | GET /admin/analytics STATUS=200 TIME=0.03s
2026-05-25 20:02:48,783 | INFO | REQUEST | GET /admin/data STATUS=200 TIME=0.025s
2026-05-25 20:02:48,790 | INFO | REQUEST | GET /admin/media STATUS=200 TIME=0.033s
2026-05-25 20:02:48,801 | INFO | REQUEST | GET /admin/memories STATUS=200 TIME=0.044s
2026-05-25 20:02:59,994 | INFO | REQUEST | GET /admin/data STATUS=200 TIME=0.005s
2026-05-25 20:03:35,179 | INFO | REQUEST | GET /admin/users STATUS=200 TIME=0.006s
2026-05-25 20:03:57,693 | INFO | REQUEST | POST /admin/login STATUS=200 TIME=0.259s
2026-05-25 20:05:49,482 | INFO | REQUEST | OPTIONS /admin/memories STATUS=200 TIME=0.001s
2026-05-25 20:05:49,487 | INFO | REQUEST | OPTIONS /admin/media STATUS=200 TIME=0.005s
2026-05-25 20:05:49,496 | INFO | REQUEST | GET /admin/users STATUS=200 TIME=0.033s
2026-05-25 20:05:49,498 | INFO | REQUEST | GET /admin/analytics STATUS=200 TIME=0.036s
2026-05-25 20:05:49,504 | INFO | REQUEST | GET /admin/data STATUS=200 TIME=0.036s
2026-05-25 20:05:49,517 | INFO | REQUEST | GET /admin/media STATUS=200 TIME=0.021s
2026-05-25 20:05:49,536 | INFO | REQUEST | GET /admin/memories STATUS=200 TIME=0.04s
2026-05-25 20:08:49,649 | INFO | REQUEST | OPTIONS /admin/analytics STATUS=200 TIME=0.005s
2026-05-25 20:08:49,650 | INFO | REQUEST | OPTIONS /admin/users STATUS=200 TIME=0.005s
2026-05-25 20:08:49,652 | INFO | REQUEST | OPTIONS /admin/data STATUS=200 TIME=0.004s
2026-05-25 20:08:49,669 | INFO | REQUEST | GET /admin/media STATUS=200 TIME=0.024s
2026-05-25 20:08:49,681 | INFO | REQUEST | GET /admin/users STATUS=200 TIME=0.025s
2026-05-25 20:08:49,689 | INFO | REQUEST | GET /admin/data STATUS=200 TIME=0.031s
2026-05-25 20:08:49,690 | INFO | REQUEST | GET /admin/analytics STATUS=200 TIME=0.034s
2026-05-25 20:08:49,690 | INFO | REQUEST | GET /admin/memories STATUS=200 TIME=0.048s
2026-05-25 20:11:50,158 | INFO | REQUEST | GET /admin/analytics STATUS=200 TIME=0.027s
2026-05-25 20:11:50,180 | INFO | REQUEST | GET /admin/users STATUS=200 TIME=0.037s
2026-05-25 20:11:50,184 | INFO | REQUEST | GET /admin/data STATUS=200 TIME=0.03s
2026-05-25 20:11:50,187 | INFO | REQUEST | GET /admin/media STATUS=200 TIME=0.033s
2026-05-25 20:11:50,206 | INFO | REQUEST | GET /admin/memories STATUS=200 TIME=0.052s
2026-05-25 20:14:20,054 | INFO | REQUEST | GET /admin/users STATUS=200 TIME=0.039s
2026-05-25 20:14:20,066 | INFO | REQUEST | GET /admin/data STATUS=200 TIME=0.039s
2026-05-25 20:14:20,079 | INFO | REQUEST | GET /admin/media STATUS=200 TIME=0.057s
2026-05-25 20:14:20,089 | INFO | REQUEST | GET /admin/analytics STATUS=200 TIME=0.074s
2026-05-25 20:14:20,097 | INFO | REQUEST | GET /admin/memories STATUS=200 TIME=0.078s
2026-05-25 20:14:20,098 | INFO | REQUEST | GET /admin/analytics STATUS=200 TIME=0.07s
2026-05-25 20:14:20,116 | INFO | REQUEST | OPTIONS /users/me STATUS=200 TIME=0.013s
2026-05-25 20:14:20,117 | INFO | REQUEST | OPTIONS /users/me STATUS=200 TIME=0.013s
2026-05-25 20:14:20,123 | INFO | REQUEST | GET /admin/users STATUS=200 TIME=0.05s
2026-05-25 20:14:20,132 | INFO | REQUEST | GET /admin/data STATUS=200 TIME=0.036s
2026-05-25 20:14:20,135 | INFO | REQUEST | GET /admin/media STATUS=200 TIME=0.039s
2026-05-25 20:14:20,147 | INFO | REQUEST | GET /admin/memories STATUS=200 TIME=0.075s
2026-05-25 20:14:20,176 | INFO | REQUEST | GET /users/me STATUS=401 TIME=0.016s
2026-05-25 20:14:20,182 | INFO | REQUEST | GET /users/me STATUS=401 TIME=0.018s
2026-05-25 20:14:46,905 | INFO | REQUEST | OPTIONS /admin/login STATUS=200 TIME=0.001s
2026-05-25 20:14:47,177 | INFO | REQUEST | POST /admin/login STATUS=401 TIME=0.269s
2026-05-25 20:15:18,177 | INFO | REQUEST | POST /admin/login STATUS=200 TIME=0.29s
2026-05-25 20:15:18,265 | INFO | REQUEST | OPTIONS /chats/ STATUS=200 TIME=0.001s
2026-05-25 20:15:18,275 | INFO | REQUEST | GET /chats/ STATUS=401 TIME=0.007s
2026-05-25 20:15:18,326 | INFO | REQUEST | GET /chats/ STATUS=401 TIME=0.007s
2026-05-25 20:15:54,233 | INFO | REQUEST | POST /admin/login STATUS=200 TIME=0.25s
2026-05-25 20:15:54,319 | INFO | REQUEST | OPTIONS /chats/ STATUS=200 TIME=0.001s
2026-05-25 20:15:54,330 | INFO | REQUEST | OPTIONS /chats/ STATUS=200 TIME=0.002s
2026-05-25 20:15:54,335 | INFO | REQUEST | GET /chats/ STATUS=401 TIME=0.006s
2026-05-25 20:16:38,948 | INFO | REQUEST | POST /admin/login STATUS=200 TIME=0.261s
2026-05-25 20:16:39,005 | INFO | REQUEST | OPTIONS /chats/ STATUS=200 TIME=0.003s
2026-05-25 20:16:39,007 | INFO | REQUEST | OPTIONS /chats/ STATUS=200 TIME=0.003s
2026-05-25 20:16:39,017 | INFO | REQUEST | GET /chats/ STATUS=401 TIME=0.007s
2026-05-25 20:16:39,020 | INFO | REQUEST | GET /chats/ STATUS=401 TIME=0.009s
2026-05-25 20:19:54,055 | INFO | REQUEST | POST /admin/login STATUS=200 TIME=0.267s
2026-05-25 20:19:54,101 | INFO | REQUEST | OPTIONS /chats/ STATUS=200 TIME=0.001s
2026-05-25 20:19:54,108 | INFO | REQUEST | OPTIONS /chats/ STATUS=200 TIME=0.003s
2026-05-25 20:19:54,118 | INFO | REQUEST | GET /chats/ STATUS=401 TIME=0.011s
2026-05-25 20:19:54,121 | INFO | REQUEST | GET /chats/ STATUS=401 TIME=0.007s
2026-05-25 20:20:56,284 | INFO | REQUEST | POST /admin/login STATUS=200 TIME=0.248s
2026-05-25 20:20:56,349 | INFO | REQUEST | OPTIONS /chats/ STATUS=200 TIME=0.002s
2026-05-25 20:20:56,351 | INFO | REQUEST | OPTIONS /chats/ STATUS=200 TIME=0.002s
2026-05-25 20:20:56,361 | INFO | REQUEST | GET /chats/ STATUS=401 TIME=0.008s
2026-05-25 20:20:56,362 | INFO | REQUEST | GET /chats/ STATUS=401 TIME=0.008s
2026-05-25 20:21:38,543 | INFO | REQUEST | POST /admin/login STATUS=200 TIME=0.248s
2026-05-25 20:21:38,614 | INFO | REQUEST | OPTIONS /admin/analytics STATUS=200 TIME=0.001s
2026-05-25 20:21:38,623 | INFO | REQUEST | OPTIONS /admin/users STATUS=200 TIME=0.004s
2026-05-25 20:21:38,624 | INFO | REQUEST | OPTIONS /admin/media STATUS=200 TIME=0.003s
2026-05-25 20:21:38,624 | INFO | REQUEST | OPTIONS /admin/memories STATUS=200 TIME=0.004s
2026-05-25 20:21:38,625 | INFO | REQUEST | OPTIONS /admin/users STATUS=200 TIME=0.004s
2026-05-25 20:21:38,625 | INFO | REQUEST | OPTIONS /admin/analytics STATUS=200 TIME=0.004s
2026-05-25 20:21:38,626 | INFO | REQUEST | OPTIONS /admin/data STATUS=200 TIME=0.005s
2026-05-25 20:21:38,637 | INFO | REQUEST | OPTIONS /admin/memories STATUS=200 TIME=0.004s
2026-05-25 20:21:38,637 | INFO | REQUEST | OPTIONS /admin/media STATUS=200 TIME=0.005s
2026-05-25 20:21:38,638 | INFO | REQUEST | OPTIONS /admin/data STATUS=200 TIME=0.005s
2026-05-25 20:21:38,651 | INFO | REQUEST | GET /admin/analytics STATUS=200 TIME=0.02s
2026-05-25 20:21:38,652 | INFO | REQUEST | GET /admin/analytics STATUS=200 TIME=0.019s
2026-05-25 20:21:38,670 | INFO | REQUEST | GET /admin/users STATUS=200 TIME=0.005s
2026-05-25 20:21:38,688 | INFO | REQUEST | GET /admin/media STATUS=200 TIME=0.008s
2026-05-25 20:21:38,689 | INFO | REQUEST | GET /admin/data STATUS=200 TIME=0.009s
2026-05-25 20:21:38,708 | INFO | REQUEST | GET /admin/users STATUS=200 TIME=0.013s
2026-05-25 20:21:38,714 | INFO | REQUEST | GET /admin/memories STATUS=200 TIME=0.036s
2026-05-25 20:21:38,723 | INFO | REQUEST | GET /admin/media STATUS=200 TIME=0.009s
2026-05-25 20:21:38,728 | INFO | REQUEST | GET /admin/memories STATUS=200 TIME=0.033s
2026-05-25 20:21:38,735 | INFO | REQUEST | GET /admin/data STATUS=200 TIME=0.005s
2026-05-25 20:21:55,112 | INFO | REQUEST | GET /admin/users STATUS=200 TIME=0.036s
2026-05-25 20:21:55,116 | INFO | REQUEST | GET /admin/analytics STATUS=200 TIME=0.058s
2026-05-25 20:21:55,130 | INFO | REQUEST | GET /admin/memories STATUS=200 TIME=0.052s
2026-05-25 20:21:55,154 | INFO | REQUEST | GET /admin/data STATUS=200 TIME=0.049s
2026-05-25 20:21:55,159 | INFO | REQUEST | GET /admin/media STATUS=200 TIME=0.057s
2026-05-25 20:21:55,171 | INFO | REQUEST | GET /admin/users STATUS=200 TIME=0.044s
2026-05-25 20:21:55,185 | INFO | REQUEST | OPTIONS /users/me STATUS=200 TIME=0.014s
2026-05-25 20:21:55,194 | INFO | REQUEST | GET /admin/analytics STATUS=200 TIME=0.089s
2026-05-25 20:21:55,198 | INFO | REQUEST | GET /admin/media STATUS=200 TIME=0.053s
2026-05-25 20:21:55,204 | INFO | REQUEST | GET /admin/memories STATUS=200 TIME=0.077s
2026-05-25 20:21:55,207 | INFO | REQUEST | OPTIONS /users/me STATUS=200 TIME=0.004s
2026-05-25 20:21:55,210 | INFO | REQUEST | GET /admin/data STATUS=200 TIME=0.04s
2026-05-25 20:21:55,243 | INFO | REQUEST | GET /users/me STATUS=401 TIME=0.009s
2026-05-25 20:21:55,256 | INFO | REQUEST | GET /users/me STATUS=401 TIME=0.006s
2026-05-25 20:22:05,383 | INFO | REQUEST | POST /admin/login STATUS=200 TIME=0.254s
2026-05-25 20:22:05,461 | INFO | REQUEST | OPTIONS /admin/memories STATUS=200 TIME=0.009s
2026-05-25 20:22:05,466 | INFO | REQUEST | OPTIONS /admin/media STATUS=200 TIME=0.01s
2026-05-25 20:22:05,476 | INFO | REQUEST | GET /admin/analytics STATUS=200 TIME=0.036s
2026-05-25 20:22:05,479 | INFO | REQUEST | GET /admin/users STATUS=200 TIME=0.037s
2026-05-25 20:22:05,485 | INFO | REQUEST | OPTIONS /admin/data STATUS=200 TIME=0.012s
2026-05-25 20:22:05,491 | INFO | REQUEST | GET /admin/users STATUS=200 TIME=0.039s
2026-05-25 20:22:05,494 | INFO | REQUEST | GET /admin/analytics STATUS=200 TIME=0.046s
2026-05-25 20:22:05,497 | INFO | REQUEST | OPTIONS /admin/memories STATUS=200 TIME=0.006s
2026-05-25 20:22:05,503 | INFO | REQUEST | OPTIONS /admin/media STATUS=200 TIME=0.005s
2026-05-25 20:22:05,508 | INFO | REQUEST | OPTIONS /admin/data STATUS=200 TIME=0.008s
2026-05-25 20:22:05,514 | INFO | REQUEST | GET /admin/media STATUS=200 TIME=0.024s
2026-05-25 20:22:05,523 | INFO | REQUEST | GET /admin/memories STATUS=200 TIME=0.048s
2026-05-25 20:22:05,533 | INFO | REQUEST | GET /admin/data STATUS=200 TIME=0.003s
2026-05-25 20:22:05,557 | INFO | REQUEST | GET /admin/media STATUS=200 TIME=0.01s
2026-05-25 20:22:05,562 | INFO | REQUEST | GET /admin/data STATUS=200 TIME=0.01s
2026-05-25 20:22:05,567 | INFO | REQUEST | GET /admin/memories STATUS=200 TIME=0.026s
2026-05-25 20:25:05,658 | INFO | REQUEST | GET /admin/analytics STATUS=200 TIME=0.034s
2026-05-25 20:25:05,674 | INFO | REQUEST | GET /admin/users STATUS=200 TIME=0.04s
2026-05-25 20:25:05,686 | INFO | REQUEST | GET /admin/media STATUS=200 TIME=0.041s
2026-05-25 20:25:05,694 | INFO | REQUEST | GET /admin/data STATUS=200 TIME=0.046s
2026-05-25 20:25:05,704 | INFO | REQUEST | GET /admin/memories STATUS=200 TIME=0.061s
2026-05-25 20:26:18,636 | INFO | REQUEST | GET /admin/data STATUS=200 TIME=0.023s
2026-05-25 20:26:18,640 | INFO | REQUEST | GET /admin/users STATUS=200 TIME=0.035s
2026-05-25 20:26:18,646 | INFO | REQUEST | GET /admin/media STATUS=200 TIME=0.033s
2026-05-25 20:26:18,655 | INFO | REQUEST | GET /admin/analytics STATUS=200 TIME=0.056s
2026-05-25 20:26:18,665 | INFO | REQUEST | GET /admin/memories STATUS=200 TIME=0.056s
2026-05-25 20:28:52,611 | INFO | REQUEST | OPTIONS /admin/logout STATUS=200 TIME=0.001s
2026-05-25 20:28:52,615 | INFO | REQUEST | POST /admin/logout STATUS=200 TIME=0.002s
2026-05-25 20:29:15,860 | INFO | REQUEST | OPTIONS /admin/login STATUS=200 TIME=0.001s
2026-05-25 20:29:16,131 | INFO | REQUEST | POST /admin/login STATUS=200 TIME=0.269s
2026-05-25 20:29:16,260 | INFO | REQUEST | GET /admin/users STATUS=200 TIME=0.022s
2026-05-25 20:29:16,275 | INFO | REQUEST | GET /admin/data STATUS=200 TIME=0.035s
2026-05-25 20:29:16,278 | INFO | REQUEST | GET /admin/media STATUS=200 TIME=0.04s
2026-05-25 20:29:16,279 | INFO | REQUEST | GET /admin/analytics STATUS=200 TIME=0.044s
2026-05-25 20:29:16,289 | INFO | REQUEST | GET /admin/memories STATUS=200 TIME=0.051s
2026-05-25 20:29:16,312 | INFO | REQUEST | GET /admin/analytics STATUS=200 TIME=0.07s
2026-05-25 20:29:16,322 | INFO | REQUEST | GET /admin/users STATUS=200 TIME=0.049s
2026-05-25 20:29:16,322 | INFO | REQUEST | GET /admin/data STATUS=200 TIME=0.033s
2026-05-25 20:29:16,326 | INFO | REQUEST | GET /admin/media STATUS=200 TIME=0.037s
2026-05-25 20:29:16,343 | INFO | REQUEST | GET /admin/memories STATUS=200 TIME=0.055s
2026-05-25 20:29:22,915 | INFO | REQUEST | POST /admin/logout STATUS=200 TIME=0.001s
2026-05-25 20:29:50,977 | INFO | REQUEST | POST /admin/login STATUS=200 TIME=0.268s
2026-05-25 20:29:51,076 | INFO | REQUEST | GET /admin/users STATUS=200 TIME=0.018s
2026-05-25 20:29:51,095 | INFO | REQUEST | GET /admin/analytics STATUS=200 TIME=0.041s
2026-05-25 20:29:51,097 | INFO | REQUEST | GET /admin/media STATUS=200 TIME=0.037s
2026-05-25 20:29:51,098 | INFO | REQUEST | GET /admin/data STATUS=200 TIME=0.036s
2026-05-25 20:29:51,116 | INFO | REQUEST | GET /admin/memories STATUS=200 TIME=0.058s
2026-05-25 20:29:51,123 | INFO | REQUEST | GET /admin/analytics STATUS=200 TIME=0.061s
2026-05-25 20:29:51,131 | INFO | REQUEST | GET /admin/users STATUS=200 TIME=0.037s
2026-05-25 20:29:51,138 | INFO | REQUEST | GET /admin/data STATUS=200 TIME=0.025s
2026-05-25 20:29:51,143 | INFO | REQUEST | GET /admin/media STATUS=200 TIME=0.032s
2026-05-25 20:29:51,160 | INFO | REQUEST | GET /admin/memories STATUS=200 TIME=0.049s
2026-05-25 20:32:51,189 | INFO | REQUEST | OPTIONS /admin/analytics STATUS=200 TIME=0.001s
2026-05-25 20:32:51,193 | INFO | REQUEST | OPTIONS /admin/users STATUS=200 TIME=0.001s
2026-05-25 20:32:51,207 | INFO | REQUEST | OPTIONS /admin/memories STATUS=200 TIME=0.004s
2026-05-25 20:32:51,211 | INFO | REQUEST | OPTIONS /admin/media STATUS=200 TIME=0.008s
2026-05-25 20:32:51,212 | INFO | REQUEST | OPTIONS /admin/data STATUS=200 TIME=0.008s
2026-05-25 20:32:51,232 | INFO | REQUEST | GET /admin/users STATUS=200 TIME=0.035s
2026-05-25 20:32:51,233 | INFO | REQUEST | GET /admin/analytics STATUS=200 TIME=0.038s
2026-05-25 20:32:51,245 | INFO | REQUEST | GET /admin/media STATUS=200 TIME=0.019s
2026-05-25 20:32:51,250 | INFO | REQUEST | GET /admin/data STATUS=200 TIME=0.024s
2026-05-25 20:32:51,261 | INFO | REQUEST | GET /admin/memories STATUS=200 TIME=0.038s
2026-05-25 20:35:34,597 | INFO | REQUEST | GET /admin/users STATUS=200 TIME=0.05s
2026-05-25 20:35:34,605 | INFO | REQUEST | GET /admin/analytics STATUS=200 TIME=0.058s
2026-05-25 20:35:34,619 | INFO | REQUEST | GET /admin/data STATUS=200 TIME=0.053s
2026-05-25 20:35:34,622 | INFO | REQUEST | GET /admin/media STATUS=200 TIME=0.064s
2026-05-25 20:35:34,654 | INFO | REQUEST | GET /admin/users STATUS=200 TIME=0.039s
2026-05-25 20:35:34,662 | INFO | REQUEST | GET /admin/media STATUS=200 TIME=0.026s
2026-05-25 20:35:34,665 | INFO | REQUEST | GET /admin/data STATUS=200 TIME=0.029s
2026-05-25 20:35:34,668 | INFO | REQUEST | GET /admin/memories STATUS=200 TIME=0.11s
2026-05-25 20:35:34,675 | INFO | REQUEST | GET /admin/analytics STATUS=200 TIME=0.109s
2026-05-25 20:35:34,684 | INFO | REQUEST | OPTIONS /users/me STATUS=200 TIME=0.008s
2026-05-25 20:35:34,686 | INFO | REQUEST | GET /admin/memories STATUS=200 TIME=0.07s
2026-05-25 20:35:34,689 | INFO | REQUEST | OPTIONS /users/me STATUS=200 TIME=0.005s
2026-05-25 20:35:34,733 | INFO | REQUEST | GET /users/me STATUS=401 TIME=0.006s
2026-05-25 20:35:34,741 | INFO | REQUEST | GET /users/me STATUS=401 TIME=0.006s
2026-05-25 20:35:42,210 | INFO | REQUEST | POST /admin/login STATUS=200 TIME=0.25s
2026-05-25 20:35:42,317 | INFO | REQUEST | GET /admin/data STATUS=200 TIME=0.02s
2026-05-25 20:35:42,320 | INFO | REQUEST | GET /admin/users STATUS=200 TIME=0.028s
2026-05-25 20:35:42,323 | INFO | REQUEST | GET /admin/users STATUS=200 TIME=0.029s
2026-05-25 20:35:42,331 | INFO | REQUEST | GET /admin/analytics STATUS=200 TIME=0.044s
2026-05-25 20:35:42,331 | INFO | REQUEST | GET /admin/analytics STATUS=200 TIME=0.036s
2026-05-25 20:35:42,336 | INFO | REQUEST | OPTIONS /admin/memories STATUS=200 TIME=0.005s
2026-05-25 20:35:42,339 | INFO | REQUEST | OPTIONS /admin/memories STATUS=200 TIME=0.004s
2026-05-25 20:35:42,345 | INFO | REQUEST | GET /admin/media STATUS=200 TIME=0.048s
2026-05-25 20:35:42,346 | INFO | REQUEST | GET /admin/data STATUS=200 TIME=0.017s
2026-05-25 20:35:42,348 | INFO | REQUEST | GET /admin/media STATUS=200 TIME=0.019s
2026-05-25 20:35:42,398 | INFO | REQUEST | GET /admin/memories STATUS=200 TIME=0.02s
2026-05-25 20:35:42,405 | INFO | REQUEST | GET /admin/memories STATUS=200 TIME=0.022s
2026-05-25 20:37:28,792 | INFO | REQUEST | GET /admin/media STATUS=200 TIME=0.035s
2026-05-25 20:37:28,813 | INFO | REQUEST | GET /admin/users STATUS=200 TIME=0.06s
2026-05-25 20:37:28,817 | INFO | REQUEST | GET /admin/analytics STATUS=200 TIME=0.067s
2026-05-25 20:37:28,821 | INFO | REQUEST | GET /admin/analytics STATUS=200 TIME=0.063s
2026-05-25 20:37:28,830 | INFO | REQUEST | GET /admin/users STATUS=200 TIME=0.068s
2026-05-25 20:37:28,850 | INFO | REQUEST | GET /admin/memories STATUS=200 TIME=0.092s
